ID,Contractee,Contractor,CPV,Type,Country,Nuts,Value,Currency,Value in EUR
439229-2020,Centro Hospitalar Universitário Lisboa Norte E. P. E.,Dr. Joaquim Chaves — Laboratório de Análises Clínicas S. A.,50800000,SERVICES,PT,PT,24713.42,EUR,24713.42
439067-2020,Honvédelmi Minisztérium Védelemgazdasági Hivatal,Geohidroterv Mérnökgeológiai Környezetvédelmi és Vízgazdálkodási Kft.,90700000,SERVICES,HU,HU110,130056000.0,HUF,353720.63
439548-2020,BWI GmbH,Fast Lane GmbH,80500000,SERVICES,DE,DE30,0.01,EUR,0.01
439396-2020,Autostrade per l’Italia SpA,Bravosolution Italia SpA,72262000,SERVICES,IT,ITI43,402445.0,EUR,402445.0
437319-2020,UPPA,Waters SAS,38300000,SUPPLIES,FR,FRI15,137471.45,EUR,137471.45
440673-2020,Innlandet fylkeskommune,Gjermundshaug Anlegg AS (hovedenhet),50230000,SERVICES,NO,NO,194467402.0,NOK,19121671.78
440677-2020,Innlandet Fylkeskommune,Mesta AS,50230000,SERVICES,NO,NO,186413623.7,NOK,18329756.51
437873-2020,Szpital Miejski Specjalistyczny im. Gabriela Narutowicza w Krakowie,Fresenius Kabi Polska Sp. z o.o.,33600000,SUPPLIES,PL,PL213,11124.0,PLN,2402.59
437873-2020,Szpital Miejski Specjalistyczny im. Gabriela Narutowicza w Krakowie,Salus International Sp. z o.o.,33600000,SUPPLIES,PL,PL213,67243.94,PLN,14523.53
437873-2020,Szpital Miejski Specjalistyczny im. Gabriela Narutowicza w Krakowie,Aesculap Chifa Sp. z o.o.,33600000,SUPPLIES,PL,PL213,20113.0,PLN,4344.06
437873-2020,Szpital Miejski Specjalistyczny im. Gabriela Narutowicza w Krakowie,Centrala Farmaceutyczna Cefarm SA,33600000,SUPPLIES,PL,PL213,161838.75,PLN,34954.37
437873-2020,Szpital Miejski Specjalistyczny im. Gabriela Narutowicza w Krakowie,Sanofi-Aventis Sp. z o.o.,33600000,SUPPLIES,PL,PL213,1661.55,PLN,358.87
437873-2020,Szpital Miejski Specjalistyczny im. Gabriela Narutowicza w Krakowie,Farmacol Logistyka Sp. z o.o.,33600000,SUPPLIES,PL,PL213,232222.32,PLN,50156.01
437873-2020,Szpital Miejski Specjalistyczny im. Gabriela Narutowicza w Krakowie,Fresenius Kabi Polska Sp. z o.o.,33600000,SUPPLIES,PL,PL213,82422.0,PLN,17801.73
437873-2020,Szpital Miejski Specjalistyczny im. Gabriela Narutowicza w Krakowie,Salus International Sp. z o.o.,33600000,SUPPLIES,PL,PL213,14312.7,PLN,3091.3
437873-2020,Szpital Miejski Specjalistyczny im. Gabriela Narutowicza w Krakowie,Farmacol Logistyka Sp. z o.o.,33600000,SUPPLIES,PL,PL213,58011.15,PLN,12529.41
437873-2020,Szpital Miejski Specjalistyczny im. Gabriela Narutowicza w Krakowie,Profarm PS Sp. z o.o.,33600000,SUPPLIES,PL,PL213,83559.8,PLN,18047.47
437873-2020,Szpital Miejski Specjalistyczny im. Gabriela Narutowicza w Krakowie,Urtica Sp. z o.o.,33600000,SUPPLIES,PL,PL213,52101.95,PLN,11253.12
437873-2020,Szpital Miejski Specjalistyczny im. Gabriela Narutowicza w Krakowie,Urtica Sp. z o.o.,33600000,SUPPLIES,PL,PL213,12623.29,PLN,2726.41
437873-2020,Szpital Miejski Specjalistyczny im. Gabriela Narutowicza w Krakowie,Urtica Sp. z o.o.,33600000,SUPPLIES,PL,PL213,16494.72,PLN,3562.57
437873-2020,Szpital Miejski Specjalistyczny im. Gabriela Narutowicza w Krakowie,Salus International Sp. z o.o.,33600000,SUPPLIES,PL,PL213,31297.8,PLN,6759.78
437873-2020,Szpital Miejski Specjalistyczny im. Gabriela Narutowicza w Krakowie,Urtica Sp. z o.o.,33600000,SUPPLIES,PL,PL213,105610.14,PLN,22809.97
437873-2020,Szpital Miejski Specjalistyczny im. Gabriela Narutowicza w Krakowie,Asclepios S.A.,33600000,SUPPLIES,PL,PL213,529975.91,PLN,114465.64
437873-2020,Szpital Miejski Specjalistyczny im. Gabriela Narutowicza w Krakowie,Farmacol Logistyka Sp. z o.o.,33600000,SUPPLIES,PL,PL213,97954.88,PLN,21156.56
437873-2020,Szpital Miejski Specjalistyczny im. Gabriela Narutowicza w Krakowie,Salus International Sp. z o.o.,33600000,SUPPLIES,PL,PL213,1214.4,PLN,262.29
437873-2020,Szpital Miejski Specjalistyczny im. Gabriela Narutowicza w Krakowie,Salus International Sp. z o.o.,33600000,SUPPLIES,PL,PL213,15990.26,PLN,3453.62
437873-2020,Szpital Miejski Specjalistyczny im. Gabriela Narutowicza w Krakowie,MIP Pharma Polska Sp. z o.o.,33600000,SUPPLIES,PL,PL213,97120.0,PLN,20976.24
437873-2020,Szpital Miejski Specjalistyczny im. Gabriela Narutowicza w Krakowie,Urtica Sp. z o.o.,33600000,SUPPLIES,PL,PL213,51897.0,PLN,11208.86
437873-2020,Szpital Miejski Specjalistyczny im. Gabriela Narutowicza w Krakowie,Urtica Sp. z o.o.,33600000,SUPPLIES,PL,PL213,9141.34,PLN,1974.37
437873-2020,Szpital Miejski Specjalistyczny im. Gabriela Narutowicza w Krakowie,Salus International Sp. z o.o.,33600000,SUPPLIES,PL,PL213,78043.5,PLN,16856.05
437873-2020,Szpital Miejski Specjalistyczny im. Gabriela Narutowicza w Krakowie,Asclepios S.A.,33600000,SUPPLIES,PL,PL213,31762.5,PLN,6860.15
437873-2020,Szpital Miejski Specjalistyczny im. Gabriela Narutowicza w Krakowie,Asclepios S.A.,33600000,SUPPLIES,PL,PL213,42557.4,PLN,9191.66
437873-2020,Szpital Miejski Specjalistyczny im. Gabriela Narutowicza w Krakowie,Asclepios S.A.,33600000,SUPPLIES,PL,PL213,50316.0,PLN,10867.39
437873-2020,Szpital Miejski Specjalistyczny im. Gabriela Narutowicza w Krakowie,Janssen-Cilag Polska Sp. z o.o.,33600000,SUPPLIES,PL,PL213,11335.5,PLN,2448.27
437873-2020,Szpital Miejski Specjalistyczny im. Gabriela Narutowicza w Krakowie,Salus International Sp. z o.o.,33600000,SUPPLIES,PL,PL213,1260.0,PLN,272.14
439356-2020,Państwowe Gospodarstwo Wodne Wody Polskie,Usługi Transportowo-Załadowcze spółka jawna Eugeniusz Kołoszyc Regina Kołoszyc,90721800,SERVICES,PL,PL91,46555.73,PLN,10055.23
439356-2020,Państwowe Gospodarstwo Wodne Wody Polskie,Hary i Janson spółka jawna K. Janson Włoch,90721800,SERVICES,PL,PL91,5621.62,PLN,1214.17
439356-2020,Państwowe Gospodarstwo Wodne Wody Polskie,Usługi Transportowo-Załadowcze spółka jawna Eugeniusz Kołoszyc Regina Kołoszyc,90721800,SERVICES,PL,PL91,58900.55,PLN,12721.5
439356-2020,Państwowe Gospodarstwo Wodne Wody Polskie,Usługi Transportowo-Załadowcze spółka jawna Eugeniusz Kołoszyc Regina Kołoszyc,90721800,SERVICES,PL,PL91,20750.58,PLN,4481.77
439356-2020,Państwowe Gospodarstwo Wodne Wody Polskie,Hary i Janson spółka jawna K. Janson Włoch,90721800,SERVICES,PL,PL91,62668.19,PLN,13535.25
439356-2020,Państwowe Gospodarstwo Wodne Wody Polskie,Hary i Janson spółka jawna K. Janson Włoch,90721800,SERVICES,PL,PL91,57600.84,PLN,12440.79
439356-2020,Państwowe Gospodarstwo Wodne Wody Polskie,Hary i Janson spółka jawna K. Janson Włoch,90721800,SERVICES,PL,PL91,88766.94,PLN,19172.13
436377-2020,CASA A/S,TeknikGruppen (Knud Knudsen A/S),45000000,WORKS,DK,DK042,3155800.0,DKK,423029.49
436320-2020,ALER Milano,Sinergica srl,45450000,WORKS,IT,ITC4C,1000000.0,EUR,1000000.0
436356-2020,Senaatti-kiinteistöt,Bravida Finland Oy,45331000,WORKS,FI,FI1B1,709000.0,EUR,709000.0
436492-2020,Fraunhofer-Gesellschaft zur Förderung der angewandten Forschung e. V.,Kraftanlagen München GmbH,45331230,WORKS,DE,DE212,539476.16,EUR,539476.16
439725-2020,Provincie Gelderland,Witteveen+Bos Raadgevende Ingenieurs bv,71000000,SERVICES,NL,NL,1.0,EUR,1.0
439725-2020,Provincie Gelderland,Tauw bv,71000000,SERVICES,NL,NL,1.0,EUR,1.0
437335-2020,Region Hovedstaden,Life Plus Europe,33157400,SUPPLIES,DK,DK01,1513000.0,DKK,202815.01
439686-2020,Sihtasutus Põhja-Eesti Regionaalhaigla,Syntrade Oy,50400000,SERVICES,EE,EE,698743.58,EUR,698743.58
437765-2020,Gipuzkoako Hondakinen Kudeaketa S. A. U.,Bianna Recycling S. L. U.,42914000,SUPPLIES,ES,ES21,259995.0,EUR,259995.0
439529-2020,Stadt Offenbach am Main,BPG Landschaftsarchitekten,71000000,SERVICES,DE,DE713,0.01,EUR,0.01
439454-2020,Interbiak,Gertek Sociedad de Gestiones y Servicios S. A.,72200000,SERVICES,ES,ES213,3750000.0,EUR,3750000.0
440840-2020,Police and Crime Commissioner for South Wales,Lightbulb Analytics Limited (formerly L&A Consultants),64226000,SERVICES,UK,UKL,868323.0,GBP,1021556.47
439270-2020,Staatliches Bauamt Kempten,Beer Bembé Dellinger Architekten und Stadtplaner,71221000,SERVICES,DE,DE273,855115.64,EUR,855115.64
440896-2020,Cardiff City Council,Lynton Community Care,85312000,SERVICES,UK,UKG13,15.0,GBP,17.65
439078-2020,CHRU de Tours,Baxter,50421000,SERVICES,FR,FRB04,4000.0,EUR,4000.0
436371-2020,Landeshauptstadt Kiel – Der Oberbürgermeister,Tischlerei Repenning GmbH,45421000,WORKS,DE,DEF02,50842.0,EUR,50842.0
436426-2020,Département de la Gironde,ETR SAS,45233000,WORKS,FR,FRI12,1.0,EUR,1.0
436426-2020,Département de la Gironde,Eurovia Liants Sud Ouest,45233000,WORKS,FR,FRI12,1.0,EUR,1.0
437303-2020,UMEÅ UNIVERSITET,Cityprint i Norr AB,22000000,SUPPLIES,SE,SE,198852.25,SEK,19381.31
437303-2020,UMEÅ UNIVERSITET,Ljungbergs Tryckeri i Klippan AB,22000000,SUPPLIES,SE,SE,245005.7,SEK,23879.7
437303-2020,UMEÅ UNIVERSITET,Original Tryckeri Norrland AB,22000000,SUPPLIES,SE,SE,7810.0,SEK,761.21
437531-2020,Aalborg Universitet,Oluf Brønnum & Co. A/S,39000000,SUPPLIES,DK,DK050,5135942.0,DKK,688464.08
437418-2020,Servicio Madrileño de Salud — Hospital Universitario Príncipe de Asturias,Biogen Spain S. L.,33690000,SUPPLIES,ES,ES300,187871.44,EUR,187871.44
440634-2020,Skatteetaten,Lysteknik Elektroentrepenør AS,42500000,SUPPLIES,NO,NO011,35000000.0,NOK,3441494.59
439362-2020,Samodzielny Publiczny Zespół Opieki Zdrowotnej w Myszkowie,Powszechny Zakład Ubezpieczeń na Życie S.A.,66511000,SERVICES,PL,PL224,1367848.8,PLN,295431.71
436423-2020,Métropole Toulon Provence Méditerranée,Groupement INEO Provence et Côte d'Azur agence industrie Transport/NGE génie civil/JCM,45247210,WORKS,FR,FRL05,1398900.0,EUR,1398900.0
437391-2020,Kommunale Wirtschafts- und Leistungsgesellschaft (KWL),MAN,34144210,SUPPLIES,DE,DE92,1.0,EUR,1.0
437391-2020,Kommunale Wirtschafts- und Leistungsgesellschaft (KWL),Magirus GmbH,34144210,SUPPLIES,DE,DE92,1.0,EUR,1.0
437537-2020,Wojewódzki Szpital Specjalistyczny im. J. Gromkowskiego,Konsorcjum firm: Urtica Sp. z o.o. – lider Wrocław i PGF S.A. – partner Łódź,33690000,SUPPLIES,PL,PL514,108716.54,PLN,23480.89
437537-2020,Wojewódzki Szpital Specjalistyczny im. J. Gromkowskiego,Konsorcjum firm: Urtica Sp. z o.o. – lider Wrocław i PGF S.A. – partner Łódź,33690000,SUPPLIES,PL,PL514,241.14,PLN,52.08
439111-2020,Gemeinde Überherrn,Herrn Dipl.-Ing. Peter Heinz,71000000,SERVICES,DE,DEC04,0.01,EUR,0.01
437304-2020,Vantaan kaupunki,Lekolar-Printel Oy,39100000,SUPPLIES,FI,FI1B1,1000000.0,EUR,1000000.0
437304-2020,Vantaan kaupunki,Modeo Oy,39100000,SUPPLIES,FI,FI1B1,10000000.0,EUR,10000000.0
437304-2020,Vantaan kaupunki,Kuopion Woodi Oy,39100000,SUPPLIES,FI,FI1B1,1000000.0,EUR,1000000.0
440909-2020,Cumbria County Council,Cumbria View Care Services Ltd,85300000,SERVICES,UK,UKG13,2225.8,GBP,2618.59
436324-2020,CASA A/S,PD Elevator A/S,45000000,WORKS,DK,DK042,473500.0,DKK,63471.85
437328-2020,Sveriges Lantbruksuniversitet,Wyatt Technology Europe GmbH,38000000,SUPPLIES,SE,SE121,1243838.0,SEK,121231.77
437606-2020,Gerencia del Área de Salud de Badajoz,Fresenius Medical Care España S. A. U.,42912330,SUPPLIES,ES,ES431,180000.0,EUR,180000.0
437606-2020,Gerencia del Área de Salud de Badajoz,Fresenius Medical Care España S. A. U.,42912330,SUPPLIES,ES,ES431,140000.0,EUR,140000.0
439665-2020,Enköpings kommun,Ecenea Procurement AB,79418000,SERVICES,SE,SE121,200000.0,SEK,19493.18
439598-2020,Préfecture de police DFCPP BCP,ISM interprétariat,79540000,SERVICES,FR,FR101,609600.0,EUR,609600.0
439609-2020,Agencia Estatal de Investigación,Oesia Networks S. L. — Saiz Guzmán Auditores S. L. P.,79212000,SERVICES,ES,ES300,260769.6,EUR,260769.6
440617-2020,Ålesund Kommune,Sandøy Installasjon AS,45000000,WORKS,NO,NO053,170000000.0,NOK,16715830.88
440617-2020,Ålesund Kommune,Møre Elektroservice AS,45000000,WORKS,NO,NO053,170000000.0,NOK,16715830.88
440617-2020,Ålesund Kommune,Webjørn Svendsen AS,45000000,WORKS,NO,NO053,170000000.0,NOK,16715830.88
440617-2020,Ålesund Kommune,Caverion Norge AS,45000000,WORKS,NO,NO053,170000000.0,NOK,16715830.88
440617-2020,Ålesund Kommune,System-Electro AS,45000000,WORKS,NO,NO053,170000000.0,NOK,16715830.88
440617-2020,Ålesund Kommune,Bravida Norge AS,45000000,WORKS,NO,NO053,170000000.0,NOK,16715830.88
440617-2020,Ålesund Kommune,EL 24 Stranda AS,45000000,WORKS,NO,NO053,170000000.0,NOK,16715830.88
440617-2020,Ålesund Kommune,ABD Elektro AS,45000000,WORKS,NO,NO053,170000000.0,NOK,16715830.88
440617-2020,Ålesund Kommune,Oneco Networks AS,45000000,WORKS,NO,NO053,170000000.0,NOK,16715830.88
440617-2020,Ålesund Kommune,Zenith Elektro AS,45000000,WORKS,NO,NO053,170000000.0,NOK,16715830.88
440617-2020,Ålesund Kommune,Alfred Nesset Elektro AS,45000000,WORKS,NO,NO053,170000000.0,NOK,16715830.88
440617-2020,Ålesund Kommune,Acel AS,45000000,WORKS,NO,NO053,170000000.0,NOK,16715830.88
439576-2020,Gmina Rudna,Zbigniew Proski prowadzący działalność gospodarczą pn. Zakład Handlu i Transportu RAZBI Zbigniew Proski,60100000,SERVICES,PL,PL516,597201.85,PLN,128985.28
439576-2020,Gmina Rudna,Zbigniew Proski prowadzący działałność gospodarczą pn. Zakład Handlu i Transportu RAZBI Zbigniew Proski,60100000,SERVICES,PL,PL516,1019365.56,PLN,220165.35
439662-2020,Auray Quiberon Terre Atlantique,Effivert Morbihan,77310000,SERVICES,FR,FRH04,44000.0,EUR,44000.0
439662-2020,Auray Quiberon Terre Atlantique,SARL Morice Paysage,77310000,SERVICES,FR,FRH04,168000.0,EUR,168000.0
439265-2020,Ministerstwo Spraw Zagranicznych,Comtegra S.A.,72253200,SERVICES,PL,PL911,2410000.0,PLN,520518.36
437420-2020,Górnośląskie Centrum Medyczne im. prof. Leszka Gieca Śląskiego Uniwersytetu Medycznego w Katowicach,P.P.U.H. Content sp z o.o.,31411000,SUPPLIES,PL,PL22A,89909.4,PLN,19418.88
439139-2020,Deutsche Gesetzliche Unfallversicherung e. V.,Controlware GmbH,72000000,SERVICES,DE,DE300,8590538.0,EUR,8590538.0
437471-2020,Stadt Regensburg,Assmann GmbH,34144500,SUPPLIES,DE,DE232,269800.0,EUR,269800.0
439447-2020,KfW,Finastra International GmbH,72250000,SERVICES,DE,DE712,750440.0,EUR,750440.0
437908-2020,Klinički bolnički centar Zagreb,Instrumentaria d.d.,33141770,SUPPLIES,HR,HR041,52730.0,HRK,7002.66
437908-2020,Klinički bolnički centar Zagreb,EndoPro Implants d.o.o.,33141770,SUPPLIES,HR,HR041,78820.0,HRK,10467.46
437908-2020,Klinički bolnički centar Zagreb,Instrumentaria d.d.,33141770,SUPPLIES,HR,HR041,47960.0,HRK,6369.19
437908-2020,Klinički bolnički centar Zagreb,Lima - OI d.o.o.,33141770,SUPPLIES,HR,HR041,277161.0,HRK,36807.57
437908-2020,Klinički bolnički centar Zagreb,EndoPro Implants d.o.o.,33141770,SUPPLIES,HR,HR041,111060.0,HRK,14749.0
437908-2020,Klinički bolnički centar Zagreb,EndoPro Implants d.o.o.,33141770,SUPPLIES,HR,HR041,171660.0,HRK,22796.81
440775-2020,The Collaborative Procurement Partnership LLP acting on behalf of Supply Chain Coordination Ltd a Management Function of NHS Supply Chain,LTC Healthcare,33190000,SUPPLIES,UK,UKE4,1400000.0,GBP,1647058.82
440775-2020,The Collaborative Procurement Partnership LLP acting on behalf of Supply Chain Coordination Ltd a Management Function of NHS Supply Chain,Durbin plc,33190000,SUPPLIES,UK,UKE4,14860000.0,GBP,17482352.94
440775-2020,The Collaborative Procurement Partnership LLP acting on behalf of Supply Chain Coordination Ltd a Management Function of NHS Supply Chain,Farla Medical Ltd,33190000,SUPPLIES,UK,UKE4,14860000.0,GBP,17482352.94
440775-2020,The Collaborative Procurement Partnership LLP acting on behalf of Supply Chain Coordination Ltd a Management Function of NHS Supply Chain,LTC Healthcare,33190000,SUPPLIES,UK,UKE4,14860000.0,GBP,17482352.94
440775-2020,The Collaborative Procurement Partnership LLP acting on behalf of Supply Chain Coordination Ltd a Management Function of NHS Supply Chain,Farla Medical Ltd,33190000,SUPPLIES,UK,UKE4,14860000.0,GBP,17482352.94
440775-2020,The Collaborative Procurement Partnership LLP acting on behalf of Supply Chain Coordination Ltd a Management Function of NHS Supply Chain,LTC Healthcare,33190000,SUPPLIES,UK,UKE4,14860000.0,GBP,17482352.94
440775-2020,The Collaborative Procurement Partnership LLP acting on behalf of Supply Chain Coordination Ltd a Management Function of NHS Supply Chain,Espere Healthcare Ltd,33190000,SUPPLIES,UK,UKE4,14860000.0,GBP,17482352.94
437498-2020,IT-Dienstleistungszentrum Berlin (AöR),COMPAREX AG,48760000,SUPPLIES,DE,DE300,1500000.0,EUR,1500000.0
437822-2020,Dirección General — Osakidetza,Roche Diagnostics S. L.,33696500,SUPPLIES,ES,ES21,2520000.0,EUR,2520000.0
440770-2020,Lancashire Teaching Hospitals NHS Foundation Trust,Lancashire County Council,35113400,SUPPLIES,UK,UKD47,222500.0,GBP,261764.71
440850-2020,Milton Keynes Council,MKHT,60170000,SERVICES,UK,UKG13,9285.71,GBP,10924.36
437725-2020,6 Szpital Wojskowy z Przychodnią Samodzielny Publiczny Zakład Opieki Zdrowotnej,Olympus Polska sp. z o.o.,33168000,SUPPLIES,PL,PL815,269792.24,PLN,58270.46
437725-2020,6 Szpital Wojskowy z Przychodnią Samodzielny Publiczny Zakład Opieki Zdrowotnej,Olympus Polska sp. z o.o.,33168000,SUPPLIES,PL,PL815,264768.95,PLN,57185.52
437721-2020,Leibniz-Institut für Naturstoff-Forschung und Infektionsbiologie e. V. HKI,Emerson Process Management GmbH & Co. OHG,38000000,SUPPLIES,DE,DEG03,64382.0,EUR,64382.0
439580-2020,Dirección General del INTA M. P.,Damas S. A.,60100000,SERVICES,ES,ES300,117000.0,EUR,117000.0
439653-2020,Regione autonoma della Sardegna — Presidenza — Direzione generale della centrale regionale di committenza — Servizio spesa comune,TPS Pro srl,63700000,SERVICES,IT,ITG2,187224.5,EUR,187224.5
439455-2020,Interbiak,UTE Sener Ingeniería y Sistemas S. A. — Euskontrol S. A. — IDOM Consulting Engineering Architecture S. A. U.,71311210,SERVICES,ES,ES213,8710000.0,EUR,8710000.0
437589-2020,Conseil Général du Gard,Econocom products et solutions SAS,30230000,SUPPLIES,FR,FRJ12,732870.0,EUR,732870.0
439289-2020,CNFPT,Faine,80530000,SERVICES,FR,FR,2400000.0,EUR,2400000.0
439289-2020,CNFPT,GCR Formation,80530000,SERVICES,FR,FR,2400000.0,EUR,2400000.0
439289-2020,CNFPT,GCR Formation,80530000,SERVICES,FR,FR,2400000.0,EUR,2400000.0
439289-2020,CNFPT,GCR Formation,80530000,SERVICES,FR,FR,2400000.0,EUR,2400000.0
439289-2020,CNFPT,GCR Formation,80530000,SERVICES,FR,FR,2400000.0,EUR,2400000.0
439289-2020,CNFPT,Faine,80530000,SERVICES,FR,FR,2400000.0,EUR,2400000.0
439289-2020,CNFPT,Faine,80530000,SERVICES,FR,FR,2400000.0,EUR,2400000.0
439289-2020,CNFPT,Aksur,80530000,SERVICES,FR,FR,2400000.0,EUR,2400000.0
439415-2020,Ville d'Annecy,Sasic SAS,50324200,SERVICES,FR,FRK28,64000.0,EUR,64000.0
439415-2020,Ville d'Annecy,Groupe Fumentic,50324200,SERVICES,FR,FRK28,160000.0,EUR,160000.0
439429-2020,Magistrat der Stadt Wien – Magistratsabteilung 54,Total Fire-Stop Brandschutztechnik GmbH,50413200,SERVICES,AT,AT130,1136035.6,EUR,1136035.6
439533-2020,COVID-19 Finanzierungsagentur des Bundes GmbH,kA zur Sicherstellung des freien und lauteren Wettbewerbs,79111000,SERVICES,AT,AT13,1000000.0,EUR,1000000.0
439533-2020,COVID-19 Finanzierungsagentur des Bundes GmbH,kA zur Sicherstellung des freien und lauteren Wettbewerbs,79111000,SERVICES,AT,AT13,1000000.0,EUR,1000000.0
439533-2020,COVID-19 Finanzierungsagentur des Bundes GmbH,kA zur Sicherstellung des freien und lauteren Wettbewerbs,79111000,SERVICES,AT,AT13,500000.0,EUR,500000.0
439533-2020,COVID-19 Finanzierungsagentur des Bundes GmbH,kA zur Sicherstellung des freien und lauteren Wettbewerbs,79111000,SERVICES,AT,AT13,500000.0,EUR,500000.0
437338-2020,Semmelweis Egyetem,Dental Plus Fogászati és Kereskedelmi Kft.,33130000,SUPPLIES,HU,HU110,67080000.0,HUF,182441.25
437338-2020,Semmelweis Egyetem,Dental Plus Fogászati és Kereskedelmi Kft.,33130000,SUPPLIES,HU,HU110,22400000.0,HUF,60922.54
437338-2020,Semmelweis Egyetem,Dental Plus Fogászati és Kereskedelmi Kft.,33130000,SUPPLIES,HU,HU110,6330000.0,HUF,17216.06
437338-2020,Semmelweis Egyetem,Dental Plus Fogászati és Kereskedelmi Kft.,33130000,SUPPLIES,HU,HU110,1335000.0,HUF,3630.87
439716-2020,Česká republika - Ministerstvo vnitra,ha-vel internet s.r.o.,64200000,SERVICES,CZ,CZ0,21600.0,CZK,855.45
439274-2020,Gmina Goleniów,Przedsiębiorstwo Gospodarki Komunalnej Spółka z ograniczoną odpowiedzialnością,90511000,SERVICES,PL,PL42,11995032.64,PLN,2590719.79
437507-2020,AOK Bayern – Die Gesundheitskasse,Swedish Orphan Biovitrum GmbH,33600000,SUPPLIES,DE,DE2,1.0,EUR,1.0
439385-2020,Akademiska Hus Aktiebolag,CBRE Sweden AB,70310000,SERVICES,SE,SE232,8000000.0,SEK,779727.1
437422-2020,Uniwersytet Rzeszowski,Symbit Sp. z o.o.,32322000,SUPPLIES,PL,PL823,139800.0,PLN,30194.38
437713-2020,Deutsche Rentenversicherung Knappschaft-Bahn-See,ALIUD Pharma GmbH,33600000,SUPPLIES,DE,DEA51,1.0,EUR,1.0
440640-2020,Ríkiskaup,Íslenska Gámafélagið,34927100,SUPPLIES,IS,IS,283548800.0,ISK,1939193.0
437382-2020,Kalmar läns landsting,SECMA AB,33172100,SUPPLIES,SE,SE213,185000.0,SEK,18031.19
437382-2020,Kalmar läns landsting,Steripolar AB,33172100,SUPPLIES,SE,SE213,250000.0,SEK,24366.47
437382-2020,Kalmar läns landsting,Infiniti Medical AB,33172100,SUPPLIES,SE,SE213,300000.0,SEK,29239.77
437316-2020,Pohjois-Karjalan hankintatoimi,Valio Oy,15500000,SUPPLIES,FI,FI1D3,2363128.0,EUR,2363128.0
437316-2020,Pohjois-Karjalan hankintatoimi,Valio Oy,15500000,SUPPLIES,FI,FI1D3,1102524.0,EUR,1102524.0
437316-2020,Pohjois-Karjalan hankintatoimi,Valio Oy,15500000,SUPPLIES,FI,FI1D3,2969016.0,EUR,2969016.0
437316-2020,Pohjois-Karjalan hankintatoimi,Valio Oy,15500000,SUPPLIES,FI,FI1D3,10450000.0,EUR,10450000.0
439181-2020,Bundesministerium für Arbeit und Soziales,Institut für Innovation und Technik (iit) in der VDI VDE Innovation + Technik GmbH,73000000,SERVICES,DE,DEA22,1.0,EUR,1.0
437865-2020,Gemeente Groningen,Boot & Dart Boomkwekerijen bv,3450000,SUPPLIES,NL,NL113,1000000.0,EUR,1000000.0
437865-2020,Gemeente Groningen,Boot & Dart Boomkwekerijen bv,3450000,SUPPLIES,NL,NL113,600000.0,EUR,600000.0
436319-2020,Staatliches Bauamt München 1,Semrau Isoliertechnik GmbH,45321000,WORKS,DE,DE212,240100.84,EUR,240100.84
437491-2020,Spitalul Județean de Urgență Târgoviște,AL-Carina S.R.L.,33631600,SUPPLIES,RO,RO313,15600.0,RON,3157.89
437491-2020,Spitalul Județean de Urgență Târgoviște,GB Indco S.R.L.,33631600,SUPPLIES,RO,RO313,3600.0,RON,728.74
437491-2020,Spitalul Județean de Urgență Târgoviște,AL-Carina S.R.L.,33631600,SUPPLIES,RO,RO313,15600.0,RON,3157.89
437491-2020,Spitalul Județean de Urgență Târgoviște,GB Indco S.R.L.,33631600,SUPPLIES,RO,RO313,9000.0,RON,1821.86
437491-2020,Spitalul Județean de Urgență Târgoviște,AL-Carina S.R.L.,33631600,SUPPLIES,RO,RO313,7800.0,RON,1578.95
439544-2020,Regia Națională a Pădurilor – Romsilva RA,Lapim Forest,77211100,SERVICES,RO,RO321,111400.0,RON,22550.61
440885-2020,ESPO,Acorn Waste Management Ltd,90500000,SERVICES,UK,UKF21,1250000.0,GBP,1470588.24
440885-2020,ESPO,Acorn Waste Management Ltd,90500000,SERVICES,UK,UKF21,1250000.0,GBP,1470588.24
440885-2020,ESPO,Acumen Waste Services Ltd,90500000,SERVICES,UK,UKF21,5000000.0,GBP,5882352.94
439091-2020,Agencia para la Administración Digital de la CM,Grupo Corporativo GFI Informática S. A.,72610000,SERVICES,ES,ES30,1149849.06,EUR,1149849.06
439555-2020,Województwo Zachodniopomorskie – Urząd Marszałkowski Województwa Zachodniopomorskiego,Okręgowe Przedsiębiorstwo Geodezyjno-Kartograficzne Spółka z ograniczoną odpowiedzialnością,72312000,SERVICES,PL,PL424,650000.0,PLN,140388.77
437476-2020,CHU Lyon,Tourinox,33192000,SUPPLIES,FR,FRK26,1469500.0,EUR,1469500.0
437476-2020,CHU Lyon,Navailles,33192000,SUPPLIES,FR,FRK26,914264.0,EUR,914264.0
437476-2020,CHU Lyon,Ropimex,33192000,SUPPLIES,FR,FRK26,3678492.0,EUR,3678492.0
437476-2020,CHU Lyon,Ropimex,33192000,SUPPLIES,FR,FRK26,463356.0,EUR,463356.0
437476-2020,CHU Lyon,VOG médical,33192000,SUPPLIES,FR,FRK26,1235776.0,EUR,1235776.0
437476-2020,CHU Lyon,Promotal,33192000,SUPPLIES,FR,FRK26,451232.0,EUR,451232.0
437476-2020,CHU Lyon,Promotal,33192000,SUPPLIES,FR,FRK26,241768.0,EUR,241768.0
437476-2020,CHU Lyon,Alter éco santé,33192000,SUPPLIES,FR,FRK26,336976.0,EUR,336976.0
